eps_a	eps_b	eps_c
0.000191796	-0.000329933	0.00025523
0.000194466	-0.000330795	0.000256614
0.000192149	-0.000330336	0.0002548
0.000191581	-0.000330055	0.000253649
0.000194457	-0.000330879	0.000255446
0.0001934	-0.000329097	0.000254969
0.000192712	-0.000331279	0.000254367
0.000193177	-0.000330509	0.000254563
0.000193471	-0.000331669	0.000255638
0.000191503	-0.000330497	0.000255839
0.000193679	-0.00032935	0.000255338
0.000193703	-0.000331929	0.000254223
0.00019181	-0.000329703	0.00025463
0.00019304	-0.000329659	0.000257043
0.000191676	-0.000329901	0.000256067
0.000193734	-0.000331406	0.000255083
0.000192957	-0.000331986	0.000254744
0.000190311	-0.000330138	0.000254508
0.000191934	-0.000328925	0.000256647
0.000193592	-0.000330354	0.000255747
0.000192687	-0.00033071	0.000253682
0.000191696	-0.000329365	0.000253934
0.000191797	-0.000330933	0.000254376
0.000191858	-0.000331009	0.000254945
0.000193001	-0.000329709	0.000255619
0.000191676	-0.000328855	0.000255757
0.000192908	-0.000330703	0.000255183
0.000195574	-0.000328594	0.000255614
0.000195268	-0.000329654	0.000255333
0.000194428	-0.000328248	0.000255455
0.000194817	-0.00032736	0.000255465
0.000191643	-0.000330699	0.000256204
0.000193438	-0.000329046	0.0002552
0.000194639	-0.00033062	0.000255593
0.000193784	-0.000329028	0.0002562
0.000194496	-0.000329255	0.000254493
0.000193101	-0.000329964	0.000255411
0.000192117	-0.000328646	0.000253402
0.000193929	-0.000329742	0.000254053
0.000193325	-0.000330033	0.000255282
0.000193863	-0.000330504	0.000255881
0.000194416	-0.00033044	0.000254839
0.000192542	-0.000328932	0.000255674
0.000193252	-0.000330025	0.000254409
0.000194618	-0.000329727	0.000255564
0.000194754	-0.000330721	0.00025477
0.000194689	-0.000328598	0.000256608
0.000192929	-0.000329386	0.000256845
0.000190961	-0.000330915	0.000254598
0.000194481	-0.000329992	0.000254633
0.000192776	-0.000327883	0.000256162
0.000193066	-0.0003278	0.000255013
0.000192988	-0.000328441	0.000255228
0.000192999	-0.000327749	0.000255203
0.00019436	-0.000330578	0.000254647
0.00019455	-0.000327556	0.000258227
0.000192623	-0.000330352	0.000256671
0.000192262	-0.00032952	0.000254782
0.000192675	-0.000329298	0.000254094
0.000192574	-0.000329667	0.000257806
0.000194289	-0.000327613	0.000254763
0.000195093	-0.000328649	0.000256642
0.000196265	-0.000328358	0.000256143
0.000193408	-0.000329926	0.000257622
0.000194432	-0.000328744	0.000254545
0.000192263	-0.000328088	0.000254301
0.000193419	-0.000329325	0.000257824
0.000191767	-0.000330514	0.000256429
0.000194856	-0.000329132	0.000255459
0.000193717	-0.000329764	0.000254522
0.000194123	-0.000331393	0.000255934
0.00019322	-0.000330123	0.000254032
0.00019369	-0.000331055	0.000256432
0.000195447	-0.000329321	0.000257096
0.000193325	-0.000328714	0.00025547
0.000194032	-0.000329419	0.000256627
0.000194054	-0.000330017	0.000255413
0.000194737	-0.000329198	0.000255371
0.000194013	-0.000330285	0.000256249
0.00019266	-0.000330992	0.000255316
0.000193985	-0.000329577	0.000254718
0.00019352	-0.000329835	0.000255968
0.000193984	-0.000330345	0.000257458
0.000193521	-0.000330759	0.000256192
0.000195721	-0.000330572	0.000256581
0.000193114	-0.000328837	0.00025491
0.000194731	-0.000328642	0.000254986
0.000193558	-0.000330449	0.000255227
0.000191965	-0.000329128	0.000254869
0.000194341	-0.000329043	0.000256013
0.000194397	-0.000330384	0.000256319
0.000195137	-0.000331336	0.000253424
0.000192686	-0.000331337	0.000255024
0.000190184	-0.000331037	0.000254188
0.000195793	-0.000329613	0.000255002
0.00019337	-0.000329206	0.000256816
0.000193728	-0.000329103	0.000254997
0.000191961	-0.000330739	0.000256175
0.000193998	-0.000330081	0.000256094
0.000194469	-0.000328803	0.000255317
0.0001917	-0.000329661	0.000255994
0.0001951	-0.000329518	0.000255939
0.000194269	-0.000328141	0.000254843
0.0001926	-0.000330116	0.000252733
0.000194031	-0.000328508	0.000255416
0.000193205	-0.0003289	0.000255043
0.000193285	-0.000328481	0.000257478
0.000194422	-0.000330343	0.000255909
0.000191467	-0.000329179	0.000254277
0.00019293	-0.000330882	0.000256478
0.000192583	-0.000330146	0.000255042
0.000193445	-0.000327533	0.000256623
0.000193962	-0.000330015	0.000255085
0.000193538	-0.000328734	0.000255088
0.000192944	-0.000329034	0.000254158
0.000192625	-0.000330862	0.000254936
0.000192629	-0.000328276	0.000255729
0.000193598	-0.000330416	0.000255536
0.000193767	-0.000329354	0.000256535
0.000193729	-0.000328645	0.000255538
0.000194033	-0.000329193	0.000257294
0.00019216	-0.00032957	0.000255078
0.00019394	-0.000329738	0.000257064
0.000193794	-0.000329755	0.000255944
0.000193413	-0.000328515	0.000256653
0.000192246	-0.000329289	0.000253778
0.000192983	-0.000330176	0.000254868
0.000191952	-0.000328354	0.00025616
0.000194622	-0.000330093	0.000254051
0.000194721	-0.000329072	0.000254586
0.000193832	-0.000329082	0.000255363
0.000193336	-0.000330228	0.000256018
0.000193023	-0.000329076	0.000255254
0.0001929	-0.000329988	0.000254635
0.000191031	-0.000329779	0.000255109
0.000193092	-0.000329954	0.000255607
0.000194567	-0.000328476	0.000255298
0.000192433	-0.000328819	0.000255791
0.000193394	-0.000330056	0.000255073
0.000193308	-0.000330726	0.000256616
0.000193988	-0.000329661	0.000255938
0.000192802	-0.000329484	0.000256909
0.000194696	-0.000329966	0.000255219
0.000191685	-0.000329661	0.000255774
0.000193333	-0.000329594	0.000255666
0.000193579	-0.000328375	0.000256154
0.000193357	-0.000329385	0.000257002
0.000194119	-0.000328519	0.000255844
0.000192713	-0.000330322	0.000255648
0.000194069	-0.000331809	0.000254463
0.000193322	-0.000329226	0.00025503
0.000192387	-0.000330555	0.000255624
0.000193529	-0.000331343	0.000256519
0.000192998	-0.000329505	0.000256151
0.000192122	-0.000328033	0.00025591
0.000194428	-0.000331073	0.000256359
0.000193934	-0.000330079	0.000255224
0.000193554	-0.00032974	0.000254972
0.000191258	-0.000328031	0.000255454
0.000192564	-0.000329858	0.000255656
0.00019258	-0.000328093	0.000254116
0.000194414	-0.000330895	0.000256022
0.000192138	-0.000328815	0.000255765
0.000191684	-0.000329123	0.000254743
0.000190244	-0.000331026	0.00025614
0.000191496	-0.000331375	0.000254992
0.000190895	-0.000332195	0.000255666
0.000191908	-0.00032842	0.000255049
0.000191517	-0.000330198	0.000255975
0.000191839	-0.000328175	0.000254065
0.000194356	-0.000328023	0.000255692
0.00019092	-0.000331203	0.00025494
0.000191468	-0.000329217	0.000253821
0.000192095	-0.000331845	0.00025736
0.000192275	-0.000329609	0.000255871
0.000193978	-0.000330755	0.000255217
0.000191754	-0.0003308	0.000257103
0.000191677	-0.000329842	0.000253986
0.00019322	-0.000328727	0.000255633
0.000194425	-0.000329921	0.000256832
0.000193961	-0.000329064	0.000255605
0.000191471	-0.0003317	0.000255714
0.000191874	-0.000330724	0.000254702
0.000191782	-0.000329029	0.000254586
0.000193808	-0.000330721	0.00025577
0.000191859	-0.000329793	0.000253272
0.000191884	-0.00033073	0.000255473
0.000190844	-0.000329017	0.000255156
0.000191842	-0.00033002	0.000255604
0.000192067	-0.000329056	0.000255696
0.000192203	-0.000331379	0.000255702
0.000191963	-0.000329253	0.000254967
0.000193464	-0.000330396	0.000256341
0.000193633	-0.000329956	0.000252901
0.000192375	-0.000329949	0.000253883
0.000192095	-0.000331172	0.000254157
0.000192386	-0.000328967	0.000253826
0.000192555	-0.00033003	0.000255406
0.00019183	-0.000331137	0.000257337
0.000192769	-0.000330897	0.000254292
0.000193837	-0.000330669	0.000254331
0.000191732	-0.000330111	0.000254124
0.000190765	-0.000330512	0.000253443
0.00019323	-0.000329682	0.000256306
0.000191573	-0.0003302	0.000256341
0.000190677	-0.000329796	0.000254462
0.000194843	-0.000331705	0.000255326
0.000192253	-0.000330119	0.000255237
0.000192399	-0.000329968	0.000254744
0.00019368	-0.000330147	0.000255642
0.000194253	-0.00032959	0.000254678
0.000190724	-0.000331462	0.000255475
0.000193729	-0.000329662	0.000255433
0.000191457	-0.000329289	0.00025547
0.000192551	-0.000328724	0.000255161
0.000193127	-0.000330817	0.000254416
0.00019407	-0.000329025	0.000256153
0.000193344	-0.000331616	0.000255753
0.000192924	-0.00032972	0.000255611
0.000190738	-0.000330788	0.000254712
0.000192219	-0.000330557	0.000255953
0.000194406	-0.000329797	0.000254652
0.000192419	-0.000331159	0.000254531
0.00019319	-0.000329264	0.000256018
0.000193275	-0.000329517	0.00025276
0.000193198	-0.000329044	0.000255166
0.000193617	-0.000329132	0.000254034
0.000193353	-0.000329832	0.000256086
0.000192362	-0.000329569	0.000256799
0.00019338	-0.000329511	0.000254986
0.000193824	-0.000330408	0.000255679
0.000192224	-0.000327948	0.000255419
0.00019267	-0.000331694	0.000254076
0.000194806	-0.000330307	0.000254234
0.000193697	-0.000330155	0.000256439
0.000193188	-0.000330601	0.000254913
0.000191952	-0.00032961	0.00025608
0.000193882	-0.000328143	0.0002566
0.000192139	-0.000330072	0.000254786
0.000189508	-0.000330308	0.000254145
0.000193546	-0.000330612	0.000255465
0.000192001	-0.000330633	0.000253893
0.000193079	-0.000328515	0.000255882
0.000192255	-0.000328021	0.000255069
0.000193823	-0.000331627	0.000254502
0.000191406	-0.000328564	0.000256896
0.000192126	-0.000328638	0.000255667
0.000193999	-0.000329823	0.000254795
0.000193951	-0.000328425	0.000255327
0.000193497	-0.000330237	0.00025518
0.000193043	-0.000329453	0.000256618
0.000190574	-0.00032863	0.000254312
0.000193951	-0.000329992	0.00025425
0.000195343	-0.000328993	0.00025472
0.00019314	-0.000328806	0.000254788
0.000192944	-0.000331532	0.00025483
0.000192295	-0.00032735	0.000254688
0.000192727	-0.000329161	0.000255317
0.00019301	-0.00032961	0.000255915
0.000192145	-0.000328901	0.000255683
0.000191109	-0.000329546	0.000255494
0.000195461	-0.000328925	0.000254907
0.000193627	-0.000330061	0.000257926
0.000192827	-0.000327906	0.000253909
0.000192999	-0.000328247	0.000255303
0.000193091	-0.000330723	0.000254894
0.000193631	-0.000329465	0.000255703
0.00019259	-0.000329391	0.000253982
0.000192722	-0.000330826	0.000255751
0.000191918	-0.000330461	0.000255732
0.000191838	-0.00032859	0.000254113
0.000191753	-0.000330469	0.00025461
0.000193185	-0.000328777	0.000252653
0.000192683	-0.000330723	0.000254699
0.000194205	-0.000329308	0.000256126
0.000192353	-0.000329327	0.00025392
0.000193371	-0.000328329	0.000254868
0.000191812	-0.00032846	0.000255781
0.000194278	-0.000329961	0.000255801
0.000194362	-0.000329844	0.000253524
0.000193601	-0.000329177	0.000255503
0.000194239	-0.000329081	0.000255228
0.000193821	-0.000329137	0.000254944
0.000192089	-0.000328864	0.000254931
0.000194316	-0.00033007	0.000255308
0.000193579	-0.000328156	0.00025527
0.000192725	-0.000328497	0.000256417
0.000193856	-0.000327115	0.000255472
0.000194083	-0.000330062	0.000257155
0.000191969	-0.000330306	0.000256267
0.000190297	-0.000327963	0.000254258
0.000190905	-0.000329037	0.000255521
0.000193571	-0.000329421	0.000254049
0.000193982	-0.000328188	0.000254662
0.000192956	-0.000330041	0.0002555
0.000193742	-0.000329947	0.000255185
0.00019203	-0.000330377	0.000254396
0.000191962	-0.000329566	0.000254597
0.000193933	-0.000329265	0.000254633
0.000193645	-0.000328104	0.000256029
0.000193253	-0.000328964	0.000257509
0.000192646	-0.000329899	0.00025772
0.000195182	-0.000328055	0.000253663
0.000193053	-0.000329095	0.000256258
0.000194425	-0.000328433	0.000255464
0.000193297	-0.000329056	0.00025643
0.000193095	-0.000328379	0.000256606
0.000192886	-0.000331992	0.000255271
0.000193664	-0.000331107	0.00025723
0.00019328	-0.000329296	0.000255047
0.000192485	-0.000328935	0.000257089
0.000194341	-0.000327298	0.000255625
0.000193328	-0.000328921	0.000255066
0.000190399	-0.000329083	0.000256671
0.000193863	-0.00033058	0.000257755
0.000191461	-0.000328646	0.000256955
0.000192553	-0.000329871	0.000254224
0.000193405	-0.00032771	0.000256711
0.000193126	-0.000329533	0.000255225
0.000194078	-0.000327816	0.000256767
0.000193293	-0.000328557	0.000255082
0.000192825	-0.000329651	0.000255447
0.000193432	-0.000330336	0.000255529
0.000193927	-0.00032974	0.000255736
0.000193119	-0.000326827	0.000254122
0.000192765	-0.000330101	0.000255712
0.0001934	-0.00032982	0.000255853
0.000190854	-0.000327642	0.000253937
0.000194825	-0.000329375	0.000254252
0.000193097	-0.000331168	0.000256624
0.000192074	-0.000329393	0.000253585
0.000194132	-0.000328911	0.000255101
0.000191444	-0.000329038	0.000256572
0.000192552	-0.000328716	0.00025395
0.00019222	-0.000330318	0.000256705
0.000193966	-0.000328314	0.000254655
0.000194087	-0.000329081	0.000255175
0.00019253	-0.000330749	0.000255215
0.000192357	-0.000329638	0.000254017
0.000193673	-0.000329098	0.000253
0.00019135	-0.000329576	0.000255182
0.000191943	-0.000328753	0.000254928
0.000194119	-0.000331354	0.000253304
0.000191793	-0.000329437	0.000255583
0.000194414	-0.00033093	0.000255822
0.000192798	-0.00033204	0.000255789
0.000191351	-0.000329503	0.000254952
0.000192994	-0.000329552	0.000255234
0.000192908	-0.00033026	0.000254923
0.00019252	-0.000331109	0.000254138
0.000192914	-0.000329069	0.000255206
0.000191462	-0.000329916	0.000253827
0.000190479	-0.000331738	0.000254859
0.00019263	-0.000330283	0.000253495
0.000192858	-0.000330748	0.000255622
0.000194393	-0.000329342	0.00025546
0.000191834	-0.000330581	0.000253547
0.000193146	-0.00032877	0.000254944
0.000191894	-0.000330375	0.00025502
0.000193388	-0.000331269	0.000255729
0.000193362	-0.000329388	0.000254903
0.000194003	-0.000332493	0.000256375
0.000192913	-0.000330849	0.000254502
0.000190878	-0.000328738	0.00025274
0.000193338	-0.000329522	0.000255262
0.000191122	-0.000331732	0.000254859
0.000192204	-0.000329897	0.000254992
0.000191831	-0.000330775	0.000254884
0.000192992	-0.00033024	0.000254285
0.000191415	-0.00033115	0.000254069
0.000192144	-0.000330485	0.000255543
0.000194142	-0.000329418	0.00025647
0.000192011	-0.000329302	0.000254979
0.000191478	-0.000331517	0.000254364
0.000192698	-0.000329466	0.000254205
0.000193709	-0.00032993	0.000253509
0.000193536	-0.000331273	0.000254329
0.000192627	-0.000328963	0.000255256
0.000194089	-0.000329669	0.000256543
0.0001922	-0.00032794	0.000255217
0.000191524	-0.000328082	0.000254223
0.000190832	-0.000330786	0.000254019
0.000192034	-0.000330244	0.000255119
0.000194061	-0.000331046	0.000255315
0.000191941	-0.000331062	0.000254238
0.000192745	-0.000330884	0.000255871
0.000192473	-0.000329576	0.000254063
0.000190402	-0.000329835	0.000253247
0.00019137	-0.000330464	0.000254479
0.000192139	-0.000329065	0.000253517
0.000191757	-0.00033255	0.000256191
0.000191169	-0.000330621	0.000255169
0.000193992	-0.000328879	0.0002539
0.000191148	-0.000330319	0.000256431
0.000193139	-0.000330059	0.00025404
0.000192395	-0.000331514	0.00025346
0.000191032	-0.0003314	0.000253594
0.000192385	-0.000329349	0.000256669
0.000193645	-0.000330532	0.000255894
0.000193045	-0.000330109	0.0002544
0.000191143	-0.00033092	0.00025295
0.00019332	-0.000331421	0.00025484
0.000193368	-0.000329991	0.000253527
0.000190873	-0.000329965	0.000255719
0.000191903	-0.000331307	0.000253695
0.000192292	-0.000331328	0.000255012
0.000191902	-0.00033138	0.000253643
0.000192531	-0.000331796	0.000255327
0.000193182	-0.000329482	0.000255333
0.000193773	-0.000328049	0.000255982
0.000191713	-0.000329261	0.000254757
0.000192608	-0.000329682	0.000252844
0.000191003	-0.000330708	0.000254443
0.000192168	-0.000328556	0.000254213
0.000194015	-0.000330786	0.000253292
0.000191847	-0.000331557	0.000255681
0.000192242	-0.000331436	0.000254939
0.000193022	-0.000330551	0.000254609
0.000192942	-0.000330377	0.000254911
0.000193698	-0.000330477	0.000253424
0.000192895	-0.000330996	0.000253348
0.000193216	-0.000328963	0.000254097
0.000194314	-0.000330835	0.000254519
0.000193235	-0.000328226	0.000254878
0.000192452	-0.000330896	0.000255471
0.000190973	-0.000329457	0.000254786
0.000191822	-0.000330283	0.000253245
0.000191529	-0.000331419	0.000252622
0.000191545	-0.000329516	0.000254855
0.000191142	-0.000329867	0.000255082
0.00019265	-0.000331058	0.000252811
0.000192211	-0.000331259	0.000254256
0.000191416	-0.000331592	0.000253904
0.000193259	-0.000330908	0.000253926
0.000190652	-0.000329044	0.00025289
0.000192818	-0.000330026	0.000252365
0.000191689	-0.000329556	0.000254551
0.000193691	-0.000329345	0.000253775
0.000191479	-0.000329873	0.000254761
0.000191846	-0.00033098	0.000253888
0.000192012	-0.000329744	0.000255239
0.000190795	-0.000330808	0.000254084
0.000192307	-0.000329808	0.000254513
0.000192138	-0.000329338	0.00025502
0.00019269	-0.000329184	0.000254699
0.000191488	-0.000327634	0.000254838
0.000193009	-0.000328234	0.000254219
0.000192224	-0.000329852	0.00025343
0.000192691	-0.000331516	0.000254293
0.000192886	-0.000330143	0.000255548
0.000191703	-0.000328907	0.000255116
0.000190923	-0.000330047	0.000254089
0.000191199	-0.000327951	0.000253993
0.000190925	-0.000329615	0.000254846
0.000192815	-0.000330403	0.000255217
0.000191742	-0.000328072	0.000254364
0.000191952	-0.000329414	0.000253688
0.000192097	-0.000328241	0.000254076
0.000192633	-0.000331063	0.00025401
0.00019363	-0.000329016	0.000254104
0.000192657	-0.000331363	0.000254632
0.000192058	-0.00033084	0.000255389
0.000192584	-0.000330648	0.000252823
0.000192308	-0.000329944	0.000255306
0.000190962	-0.00032806	0.000253785
0.000192288	-0.000330357	0.000253279
0.000191666	-0.000330177	0.000254091
0.000190933	-0.000329636	0.000252142
0.000192281	-0.000331008	0.00025412
0.000189607	-0.000332635	0.000255813
0.00019281	-0.000329194	0.000253923
0.000193206	-0.000330171	0.000254838
0.00019241	-0.00032918	0.000256211
0.000193146	-0.00033031	0.000252937
0.00019151	-0.000330183	0.000254179
0.000192356	-0.000329958	0.000254181
0.000192468	-0.000328982	0.00025558
0.00019142	-0.000330081	0.000255215
0.00019064	-0.000331016	0.000254329
0.000192216	-0.000329316	0.000255157
0.000191453	-0.000327785	0.000254375
0.000192339	-0.000328592	0.000255394
0.000193102	-0.000330947	0.000254405
0.000192794	-0.000329575	0.000253838
0.000193961	-0.000329837	0.000253834
0.000191985	-0.000328933	0.000255558
0.000192085	-0.000330191	0.000254383
0.000193083	-0.000328222	0.000253563
0.000193087	-0.000329491	0.000253513
0.000191132	-0.000329184	0.000253388
0.000193373	-0.000329563	0.000254398
0.000193219	-0.000329335	0.000254446
0.000192557	-0.000329628	0.000254902
0.000191649	-0.000330147	0.000254979
0.000192295	-0.000330264	0.000254874
0.000192018	-0.000331343	0.000251194
0.000191982	-0.000329805	0.000255149
0.000193602	-0.000330422	0.000254525
0.00019228	-0.000329299	0.000254005
0.000191627	-0.000331503	0.0002537
0.000191686	-0.00032865	0.000255098
0.000190964	-0.000329806	0.000253493
0.000193131	-0.000329838	0.000253691
0.000190308	-0.000329689	0.000253552
0.000193729	-0.000330449	0.000254268
0.000193308	-0.000331136	0.000254317
0.000194438	-0.000328239	0.000256177
0.000192504	-0.000328977	0.00025241
0.000192238	-0.000329557	0.000256105
0.000193487	-0.000326438	0.000255087
0.000193494	-0.000329893	0.000255154
0.000192116	-0.000328943	0.00025581
0.000191585	-0.000328709	0.000253572
0.000191564	-0.000329447	0.00025575
0.000191889	-0.000328863	0.000254189
0.000192822	-0.000329976	0.000255902
0.000191904	-0.000329222	0.000256076
0.000192274	-0.000328681	0.000255489
0.000192396	-0.00032884	0.000255431
0.000193619	-0.000329572	0.000255845
0.00019165	-0.000331061	0.000255486
0.000192793	-0.000329012	0.000253813
0.000190904	-0.000330417	0.000257456
0.000193607	-0.000330401	0.000253055
0.000192471	-0.000329556	0.000255071
0.000192992	-0.000330979	0.000252783
0.000192351	-0.000330115	0.000255387
0.00019131	-0.00032889	0.000253984
0.000192177	-0.000330474	0.000255358
0.000193021	-0.00033058	0.000255002
0.000192324	-0.000330489	0.000255346
0.000193081	-0.000329195	0.000254364
0.000194354	-0.00032951	0.000255099
0.000193598	-0.000331102	0.000254766
0.000193513	-0.000331627	0.000253698
0.0001919	-0.000328881	0.000254037
0.000192578	-0.000329495	0.000252917
0.000192589	-0.000329943	0.000254763
0.000190123	-0.000330686	0.000254927
0.000190326	-0.00033159	0.000254055
0.000190907	-0.000329439	0.000254289
0.000191889	-0.000329751	0.000253555
0.000189962	-0.000328541	0.000254176
0.000191619	-0.000329629	0.000253995
0.000193166	-0.000331739	0.000253347
0.000192149	-0.000330714	0.000254072
0.000191104	-0.000331282	0.000254451
0.000191354	-0.000329087	0.000253803
0.00019085	-0.00032969	0.000252683
0.000192063	-0.000328662	0.000252358
0.000191066	-0.000329397	0.000253044
0.000192168	-0.000330517	0.000253451
0.000191853	-0.000328993	0.000254422
0.00019193	-0.000329589	0.000254245
0.000190899	-0.000331537	0.000253246
0.000191741	-0.000330041	0.000252207
0.000189761	-0.000331107	0.000253652
0.000191101	-0.000330478	0.000254794
0.000190406	-0.000330156	0.000253278
0.000191206	-0.000331576	0.000256698
0.000189022	-0.00033019	0.000254119
0.000191083	-0.000330292	0.000252071
0.000192256	-0.000328482	0.000254881
0.000191869	-0.00033139	0.000255241
0.00019217	-0.000330828	0.000253434
0.000190053	-0.000330707	0.000253036
0.000192353	-0.000328526	0.000254387
0.00019159	-0.000329473	0.000254577
0.000192254	-0.000330139	0.00025351
0.000192844	-0.000329737	0.000253316
0.000191507	-0.000330804	0.000253184
0.000191178	-0.000330405	0.000253728
0.000191387	-0.00033047	0.000253072
0.000190819	-0.000329863	0.000253917
0.000190339	-0.000330705	0.000254269
0.000190582	-0.000333232	0.000254556
0.000191671	-0.000331763	0.000252503
0.000190398	-0.000330997	0.00025208
0.000191831	-0.000328105	0.000253763
0.000189152	-0.000330978	0.000252637
0.000192243	-0.000331604	0.000251491
0.000192406	-0.000330513	0.000252952
0.000190172	-0.000331582	0.000255073
0.000190646	-0.000330738	0.000253036
0.000190107	-0.000329741	0.000252292
0.000191383	-0.00033066	0.000251925
0.00019182	-0.000330505	0.000254632
0.000191857	-0.000328396	0.000253764
0.000191096	-0.000330898	0.000253607
0.000191336	-0.000330074	0.000255003
0.000191426	-0.000330074	0.000253244
0.000192747	-0.000330509	0.000252537
0.000193719	-0.000329994	0.000252405
0.00019133	-0.000330171	0.00025476
0.000191133	-0.000328809	0.000254334
0.000189648	-0.000329709	0.000253097
0.000191134	-0.00032984	0.000254407
0.000190558	-0.000330768	0.000253579
0.000191183	-0.000328577	0.000254127
0.000192287	-0.000330114	0.000254376
0.000191666	-0.000330942	0.000253501
0.000191655	-0.000329798	0.000253432
0.000191923	-0.000329359	0.000255106
0.000191268	-0.00032939	0.000254732
0.00019204	-0.000328021	0.00025494
0.000191743	-0.000330522	0.00025271
0.000190078	-0.000330133	0.000252901
0.000192459	-0.000330532	0.000255226
0.000192483	-0.000330819	0.000253168
0.0001915	-0.000330199	0.000253539
0.000190069	-0.000329923	0.000254521
0.000192199	-0.000329185	0.000253601
0.000193035	-0.000329292	0.00025333
0.000191976	-0.000330721	0.00025312
0.000192698	-0.000330294	0.000253957
0.000193049	-0.000330413	0.000253979
0.000193743	-0.000327406	0.000255488
0.000192732	-0.000331166	0.000253632
0.000192115	-0.000328354	0.000255144
0.000190766	-0.000329109	0.000254766
0.000190952	-0.000327483	0.000254961
0.000192204	-0.000328685	0.000257079
0.000192539	-0.000330489	0.000254505
0.000190844	-0.000330005	0.000255549
0.000190477	-0.00032964	0.000254206
0.000190037	-0.000330145	0.000252671
0.000192844	-0.000330838	0.000253337
0.000192432	-0.000329696	0.000254591
0.0001918	-0.000330426	0.000253774
0.000192079	-0.000331554	0.000251111
0.000191552	-0.000329822	0.000254135
0.000191063	-0.000330669	0.000251756
0.000190551	-0.000330161	0.00025398
0.000190774	-0.000331593	0.000253517
0.000189591	-0.00033115	0.000255611
0.000191817	-0.000329012	0.000255817
0.000191058	-0.000330286	0.000254551
0.000192133	-0.000328558	0.000253989
0.000190722	-0.000331145	0.000254849
0.000191138	-0.000329842	0.000253802
0.000192417	-0.000329976	0.000255447
0.00019178	-0.000328793	0.000253599
0.000190942	-0.000330675	0.000253804
0.000192653	-0.000330319	0.00025469
0.000190433	-0.000329045	0.000254231
0.000191407	-0.00032813	0.000254144
0.000192412	-0.00032831	0.000255399
0.000192725	-0.00033052	0.000254196
0.000193021	-0.000328214	0.000254153
0.000191559	-0.000331094	0.000253842
0.000193226	-0.000328631	0.000255523
0.00019103	-0.000330654	0.000254035
0.000192133	-0.000329851	0.000253992
0.000192059	-0.000329838	0.000253246
0.000192218	-0.000330907	0.000252348
0.000190249	-0.000329414	0.000252793
0.000190955	-0.000331871	0.000252653
0.000189399	-0.000330434	0.000253022
0.00019075	-0.000332142	0.000253636
0.000191356	-0.000330063	0.000253132
0.00019116	-0.000331609	0.00025427
0.000191061	-0.00033007	0.000255052
0.000191554	-0.0003308	0.000252789
0.000191625	-0.000330494	0.000254084
0.000189881	-0.000330095	0.000252788
0.000191819	-0.000331823	0.000253157
0.000188192	-0.000331205	0.000253195
0.00019053	-0.000330817	0.000251495
0.000192338	-0.000332429	0.000254363
0.00019004	-0.00032947	0.00025356
0.000192168	-0.000331001	0.00025229
0.000189946	-0.000332183	0.000252147
0.000190597	-0.000332674	0.000251979
0.000191267	-0.000331202	0.000253629
0.000189209	-0.000332621	0.000254204
0.000191526	-0.000329251	0.000253346
0.000190927	-0.000330552	0.000252372
0.000192114	-0.000330108	0.000250829
0.000191937	-0.000329954	0.000253669
0.000190549	-0.000329862	0.000251553
0.000192298	-0.000330301	0.000252725
0.000191853	-0.000331198	0.00025274
0.000192102	-0.000329524	0.000254145
0.000193098	-0.000327866	0.000254386
0.000192535	-0.00033051	0.000255361
0.000191444	-0.000330101	0.000252601
0.00019407	-0.000331181	0.000254389
0.000192048	-0.000330156	0.00025251
0.000191129	-0.000328822	0.000254208
0.000191854	-0.000330612	0.000253843
0.000191664	-0.000329824	0.000253831
0.000191504	-0.000329557	0.000253501
0.000191752	-0.000329091	0.000253845
0.000190779	-0.000329056	0.000255396
0.000193617	-0.000330262	0.000253715
0.000192878	-0.000330607	0.000253832
0.00019201	-0.000330155	0.000254177
0.000191951	-0.000328802	0.000254519
0.000190103	-0.00032945	0.00025523
0.000191267	-0.000329863	0.000254248
0.000191491	-0.000328747	0.000255441
0.000191483	-0.000331326	0.000253078
0.000190011	-0.00032885	0.000252705
0.000193746	-0.000330274	0.000254766
0.000192054	-0.000330285	0.000253133
0.000191199	-0.00033119	0.000252478
0.000192067	-0.000331925	0.00025288
0.000193132	-0.000329655	0.000252553
0.000191614	-0.00033024	0.000255675
0.000193183	-0.000330348	0.000253627
0.000191687	-0.000329435	0.000253109
0.0001903	-0.000329234	0.000253785
0.000192294	-0.000329591	0.000254214
0.000191651	-0.000330309	0.000252079
0.000189874	-0.000329926	0.000252891
0.000191769	-0.000330709	0.000253721
0.000191296	-0.000331279	0.000254218
0.000191524	-0.000329536	0.000252253
0.000189204	-0.000330414	0.000254508
0.000189658	-0.000330782	0.000252448
0.000190504	-0.000331574	0.000254198
0.000191115	-0.000330022	0.000254714
0.000189558	-0.000329767	0.000254988
0.000190439	-0.000331797	0.000254289
0.000190436	-0.000330464	0.000251741
0.000191816	-0.000331265	0.000251802
0.000192274	-0.000330881	0.000253643
0.000191661	-0.000329759	0.000254243
0.000190575	-0.000329556	0.000252186
0.00019	-0.000331753	0.000252084
0.00019098	-0.000328791	0.000254021
0.000190258	-0.000331029	0.000252882
0.000191642	-0.000330008	0.000254044
0.000191578	-0.000329363	0.000255448
0.000190916	-0.000328713	0.000254285
0.000191205	-0.00033069	0.000253363
